user_id,purchase_amount,user_monthly_spend,category_average_purchase,purchase_count_last_30_days,days_since_last_purchase,amount_to_monthly_spend_ratio,amount_to_category_average_ratio,is_anomaly
U0179,2560.05,84639.53,3592.68,11,11,0.0302,0.7126,0
U0012,1449.83,38631.14,4343.18,12,10,0.0375,0.3338,0
U0222,2633.69,75094.7,10311.83,11,14,0.0351,0.2554,0
U0013,4093.16,74093.68,1294.86,11,2,0.0552,3.1611,0
U0023,1058.42,9389.04,5742.97,4,9,0.1127,0.1843,0
U0148,351.87,54409.44,7079.03,12,10,0.0065,0.0497,0
U0191,905.25,39593.01,3688.44,9,8,0.0229,0.2454,0
U0214,2771.92,53731.88,7163.13,9,6,0.0516,0.387,0
U0244,54654.87,75791.41,4212.87,16,36,0.7211,12.9733,1
U0147,706.55,29335.96,1700.66,15,8,0.0241,0.4155,0
U0039,883.8,85276.66,4464.32,5,13,0.0104,0.198,0
U0231,247745.16,67362.39,1084.48,13,10,3.6778,228.4462,1
U0228,106894.75,48899.84,14570.41,14,40,2.186,7.3364,1
U0109,1572.36,31520.21,3620.12,11,17,0.0499,0.4343,0
U0227,668.19,32048.15,1559.42,7,18,0.0208,0.4285,0
U0083,937.6,22401.07,10328.86,12,11,0.0419,0.0908,0
U0018,700.43,73992.97,6094.19,6,10,0.0095,0.1149,0
U0204,1464.4,41730.98,2127.6,5,10,0.0351,0.6883,0
U0098,763.97,14234.3,8839.33,12,9,0.0537,0.0864,0
U0155,1341.61,30543.97,957.63,8,8,0.0439,1.401,0
U0212,2507.97,55739.43,11677.54,9,4,0.045,0.2148,0
U0176,954.04,19123.26,3382.85,7,7,0.0499,0.282,0
U0234,1237.46,53589.68,2079.21,9,2,0.0231,0.5952,0
U0196,1007.43,58919.86,4670.28,10,4,0.0171,0.2157,0
U0223,241255.9,65461.81,10514.7,14,8,3.6854,22.9446,1
U0018,1667.93,31728.15,4461.23,7,8,0.0526,0.3739,0
U0195,1416.78,17285.3,8389.81,10,16,0.082,0.1689,0
U0112,324.71,31856.23,4274.56,10,16,0.0102,0.076,0
U0160,1854.76,12132.35,2781.9,7,12,0.1529,0.6667,0
U0185,1004.36,58264.88,9382.09,16,11,0.0172,0.1071,0
U0184,132527.8,52568.48,9791.73,12,6,2.5211,13.5347,1
U0132,955.11,34705.99,2623.29,10,16,0.0275,0.3641,0
U0054,1806.04,27406.04,11953.6,7,11,0.0659,0.1511,0
U0152,3800.05,11280.56,6206.5,14,15,0.3369,0.6123,0
U0113,1430.83,83417.24,10979.1,10,17,0.0172,0.1303,0
U0104,564.51,73385.5,9118.45,5,11,0.0077,0.0619,0
U0063,1745.6,9327.92,8021.72,13,7,0.1871,0.2176,0
U0217,1158.37,75736.99,11379.59,8,14,0.0153,0.1018,0
U0020,410.95,59002.33,4390.15,9,17,0.007,0.0936,0
U0109,308.85,10460.09,8041.69,16,20,0.0295,0.0384,0
U0127,1851.21,62746.71,7404.12,14,17,0.0295,0.25,0
U0101,548.14,18115.75,11976.09,10,7,0.0303,0.0458,0
U0185,1812.15,82620.0,6932.91,11,19,0.0219,0.2614,0
U0128,2072.12,60558.39,4862.76,8,0,0.0342,0.4261,0
U0086,598.15,71995.54,5284.88,8,8,0.0083,0.1132,0
U0193,790.97,70463.69,1634.11,10,0,0.0112,0.484,0
U0195,4434.33,56426.85,11475.82,8,10,0.0786,0.3864,0
U0113,167924.83,97782.39,2795.52,11,21,1.7173,60.0692,1
U0144,1020.05,33828.67,10041.48,9,2,0.0302,0.1016,0
U0051,1623.06,31922.83,938.58,6,1,0.0508,1.7293,0
U0046,486.27,17202.21,9974.02,10,6,0.0283,0.0488,0
U0161,724.45,17519.38,10981.67,14,2,0.0414,0.066,0
U0028,1732.71,83492.97,725.46,7,7,0.0208,2.3884,0
U0192,2609.58,9613.98,4756.06,11,0,0.2714,0.5487,0
U0044,982.37,21780.05,7081.7,9,18,0.0451,0.1387,0
U0061,1763.53,48593.58,4496.84,10,12,0.0363,0.3922,0
U0118,823.51,59111.71,7038.88,10,6,0.0139,0.117,0
U0123,1051.7,73610.29,9743.88,4,10,0.0143,0.1079,0
U0065,1610.12,28965.98,11443.62,12,2,0.0556,0.1407,0
U0217,644.63,28608.14,3617.87,10,1,0.0225,0.1782,0
U0114,662.51,33440.5,10337.41,13,12,0.0198,0.0641,0
U0183,603.89,22090.75,1278.5,10,12,0.0273,0.4723,0
U0126,1097.33,59336.77,9811.93,9,8,0.0185,0.1118,0
U0097,509.83,11338.3,2096.61,8,12,0.045,0.2432,0
U0220,4601.65,34696.95,6590.18,9,15,0.1326,0.6983,0
U0209,2343.52,67660.65,8138.2,13,3,0.0346,0.288,0
U0103,2284.13,14419.86,6228.51,13,20,0.1584,0.3667,0
U0063,1074.26,54718.81,1836.31,10,13,0.0196,0.585,0
U0086,45781.78,16276.52,2162.94,11,18,2.8127,21.1665,1
U0194,655.42,22700.86,7612.5,11,6,0.0289,0.0861,0
U0246,2069.59,20204.22,4515.66,7,18,0.1024,0.4583,0
U0221,1300.17,51721.4,2329.09,11,11,0.0251,0.5582,0
U0195,1331.48,66463.84,9873.33,10,5,0.02,0.1349,0
U0058,454.41,32430.16,5049.55,7,1,0.014,0.09,0
U0093,626.7,40233.88,4368.65,10,19,0.0156,0.1435,0
U0239,3926.08,35970.06,7801.28,12,19,0.1091,0.5033,0
U0003,738.9,29129.52,6316.06,9,9,0.0254,0.117,0
U0137,1033.58,39861.53,10128.68,6,9,0.0259,0.102,0
U0034,2072.49,76041.11,5009.97,8,8,0.0273,0.4137,0
U0139,744.4,39096.57,6103.08,14,0,0.019,0.122,0
U0026,124446.94,27264.15,6252.65,6,5,4.5645,19.9031,1
U0183,1546.24,36421.47,3693.34,16,8,0.0425,0.4187,0
U0147,2089.36,81959.57,9714.64,14,4,0.0255,0.2151,0
U0183,54296.7,81096.94,13175.57,10,3,0.6695,4.121,1
U0138,1632.14,57295.07,7740.62,16,7,0.0285,0.2109,0
U0179,354.53,52877.38,5197.29,5,17,0.0067,0.0682,0
U0128,416.59,14434.0,8345.66,11,3,0.0289,0.0499,0
U0115,990.0,21528.1,3249.55,7,18,0.046,0.3047,0
U0243,2194.21,35812.05,6353.66,12,0,0.0613,0.3453,0
U0193,1375.7,35025.57,1470.15,11,18,0.0393,0.9358,0
U0165,1123.41,89996.47,8448.86,14,4,0.0125,0.133,0
U0119,100502.26,59336.06,6275.5,8,2,1.6938,16.015,1
U0149,639.23,65244.86,8015.0,4,20,0.0098,0.0798,0
U0126,1490.38,71354.98,6057.99,15,12,0.0209,0.246,0
U0089,1287.75,61814.14,11949.09,6,18,0.0208,0.1078,0
U0024,1176.87,54871.58,9990.11,10,19,0.0214,0.1178,0
U0082,642.67,47201.9,7502.22,12,15,0.0136,0.0857,0
U0196,952.65,27052.88,5325.0,8,5,0.0352,0.1789,0
U0187,727.23,48968.13,2321.15,17,14,0.0149,0.3133,0
U0211,1048.94,10667.44,6900.31,7,3,0.0983,0.152,0
U0038,130787.37,45793.25,4665.33,7,28,2.856,28.0339,1
U0065,1194.7,37905.78,3706.57,7,8,0.0315,0.3223,0
U0074,624.83,53463.88,3976.37,2,19,0.0117,0.1571,0
U0044,1182.27,35347.97,7718.5,10,16,0.0334,0.1532,0
U0006,1390.4,81846.54,8201.91,6,20,0.017,0.1695,0
U0240,1194.95,67981.5,2378.33,6,2,0.0176,0.5024,0
U0086,1029.88,26803.34,6809.95,8,3,0.0384,0.1512,0
U0119,852.87,12634.89,11602.35,8,3,0.0675,0.0735,0
U0128,230480.83,52734.91,14435.6,9,9,4.3706,15.9661,1
U0107,243815.28,30021.57,6881.82,6,40,8.1213,35.4289,1
U0044,884.13,10145.79,10389.41,9,8,0.0871,0.0851,0
U0205,604.94,19677.74,2230.32,10,3,0.0307,0.2712,0
U0030,217279.46,46992.46,11895.04,6,27,4.6237,18.2664,1
U0086,115021.69,53207.77,13907.99,11,2,2.1617,8.2702,1
U0178,1055.01,9260.35,2415.01,8,14,0.1139,0.4369,0
U0122,48295.59,64856.91,13295.06,5,35,0.7446,3.6326,1
U0235,1312.18,59478.98,7202.67,9,2,0.0221,0.1822,0
U0126,1539.5,21223.17,8349.33,9,16,0.0725,0.1844,0
U0002,885.98,26023.86,1845.69,8,6,0.034,0.48,0
U0036,1971.17,73945.75,5253.45,8,3,0.0267,0.3752,0
U0194,1980.9,23606.16,9446.66,16,12,0.0839,0.2097,0
U0033,1089.25,53450.94,9954.06,15,4,0.0204,0.1094,0
U0231,1096.92,73763.7,10471.61,10,7,0.0149,0.1048,0
U0105,147961.47,77762.78,3115.7,5,41,1.9027,47.489,1
U0132,1954.03,38943.05,7768.49,5,16,0.0502,0.2515,0
U0023,2299.53,18382.6,7224.91,9,16,0.1251,0.3183,0
U0192,1749.75,59506.42,3462.31,11,3,0.0294,0.5054,0
U0231,2397.78,24853.55,5658.68,10,19,0.0965,0.4237,0
U0087,391.4,54057.53,603.25,8,0,0.0072,0.6488,0
U0238,1907.79,67393.78,4771.79,5,0,0.0283,0.3998,0
U0246,1505.75,61584.5,6999.15,5,8,0.0245,0.2151,0
U0007,1006.26,79919.81,1308.15,6,14,0.0126,0.7692,0
U0070,1413.21,34169.38,2937.0,9,19,0.0414,0.4812,0
U0028,1557.1,78533.48,11796.06,5,1,0.0198,0.132,0
U0112,1406.17,63895.91,3868.0,1,17,0.022,0.3635,0
U0091,1001.96,52208.65,5189.14,10,15,0.0192,0.1931,0
U0025,728.22,77784.22,7094.77,5,13,0.0094,0.1026,0
U0227,1466.29,42255.35,7906.35,15,12,0.0347,0.1855,0
U0181,109668.49,59324.29,14056.82,9,43,1.8486,7.8018,1
U0055,682.86,46439.27,2131.64,12,13,0.0147,0.3203,0
U0184,1674.01,42596.73,3845.59,5,16,0.0393,0.4353,0
U0232,3343.06,55387.97,6570.62,11,12,0.0604,0.5088,0
U0194,1414.48,31370.34,2085.17,8,2,0.0451,0.6784,0
U0214,45502.52,30742.94,6128.92,9,4,1.4801,7.4242,1
U0190,1826.42,14676.61,7788.64,7,8,0.1244,0.2345,0
U0248,1456.37,24714.18,938.14,7,4,0.0589,1.5524,0
U0149,1930.37,87091.82,9981.19,8,15,0.0222,0.1934,0
U0073,1363.4,69413.45,1019.29,5,16,0.0196,1.3376,0
U0063,843.83,24321.55,846.05,8,3,0.0347,0.9974,0
U0198,2133.88,65015.46,6830.33,11,20,0.0328,0.3124,0
U0194,1287.87,63503.56,8553.65,11,20,0.0203,0.1506,0
U0087,1177.27,21332.78,7525.78,13,2,0.0552,0.1564,0
U0046,1964.35,18325.02,11587.22,15,17,0.1072,0.1695,0
U0060,76350.43,84400.2,11543.6,9,35,0.9046,6.6141,1
U0130,1066.49,66270.86,1279.73,9,12,0.0161,0.8334,0
U0230,1918.81,60994.17,2151.62,12,0,0.0315,0.8918,0
U0007,44580.19,46775.1,7494.34,9,11,0.9531,5.9485,1
U0173,1209.55,70030.53,3923.27,11,2,0.0173,0.3083,0
U0007,1009.74,10333.98,2220.7,10,20,0.0977,0.4547,0
U0207,624.6,70404.74,1047.22,9,3,0.0089,0.5964,0
U0028,1369.46,70438.2,6027.07,4,8,0.0194,0.2272,0
U0164,907.6,71462.35,5638.87,10,8,0.0127,0.161,0
U0205,2734.27,79187.9,11110.86,10,12,0.0345,0.2461,0
U0219,751.72,24643.73,6523.74,12,6,0.0305,0.1152,0
U0236,1007.01,45762.81,7819.56,14,19,0.022,0.1288,0
U0142,1633.24,50741.86,6098.11,9,10,0.0322,0.2678,0
U0119,2457.71,22964.89,9503.11,7,1,0.107,0.2586,0
U0241,169549.37,27458.07,5255.06,11,3,6.1748,32.264,1
U0119,1033.81,59036.67,2830.54,9,12,0.0175,0.3652,0
U0020,1082.94,70543.81,3120.97,11,9,0.0154,0.347,0
U0152,35157.59,11932.07,2879.19,11,2,2.9465,12.2109,1
U0237,4122.79,36866.58,1698.31,12,13,0.1118,2.4276,0
U0022,943.0,84606.59,5939.83,8,14,0.0111,0.1588,0
U0154,4149.78,33752.64,6810.59,8,18,0.1229,0.6093,0
U0034,1984.84,11455.25,1127.74,5,17,0.1733,1.76,0
U0217,3019.01,33688.89,8899.85,10,7,0.0896,0.3392,0
U0063,4022.12,22910.51,8699.09,11,10,0.1756,0.4624,0
U0147,1994.02,12839.36,6736.75,11,12,0.1553,0.296,0
U0104,554.89,68764.71,8632.62,13,3,0.0081,0.0643,0
U0071,552.62,42061.44,1459.77,10,2,0.0131,0.3786,0
U0026,128524.16,90810.53,4544.36,7,14,1.4153,28.2822,1
U0048,2879.76,13302.42,7608.55,10,10,0.2165,0.3785,0
U0143,1170.46,85959.39,9891.9,7,15,0.0136,0.1183,0
U0167,1338.93,86553.67,8872.35,11,3,0.0155,0.1509,0
U0024,1390.62,23178.47,5862.29,10,8,0.06,0.2372,0
U0223,850.16,9319.77,8735.01,9,20,0.0912,0.0973,0
U0148,1044.26,9655.63,1596.86,8,16,0.1082,0.6539,0
U0115,1297.52,67416.44,4597.75,7,17,0.0192,0.2822,0
U0106,72557.37,48829.28,2610.3,7,16,1.4859,27.7966,1
U0201,1020.46,42388.44,4499.68,6,10,0.0241,0.2268,0
U0210,1307.92,71762.15,6519.05,9,17,0.0182,0.2006,0
U0028,674.64,89608.14,11904.41,7,14,0.0075,0.0567,0
U0061,1003.41,88554.24,11532.87,9,8,0.0113,0.087,0
U0153,593.78,15357.01,1034.76,9,3,0.0387,0.5738,0
U0220,1387.29,10685.15,7358.76,15,8,0.1298,0.1885,0
U0059,1533.54,46543.06,2716.73,10,0,0.0329,0.5645,0
U0001,240.65,87924.26,9983.8,13,0,0.0027,0.0241,0
U0164,534.34,88609.36,6173.89,12,19,0.006,0.0865,0
U0088,688.48,50180.9,2609.35,13,6,0.0137,0.2639,0
U0248,3256.1,25542.16,7267.28,8,3,0.1275,0.448,0
U0105,788.44,62620.06,4483.36,14,0,0.0126,0.1759,0
U0134,715.59,69472.97,11745.47,10,11,0.0103,0.0609,0
U0122,450.19,61225.84,11650.04,9,16,0.0074,0.0386,0
U0229,621.93,69627.01,10483.02,13,17,0.0089,0.0593,0
U0167,2242.46,61978.35,8224.51,6,3,0.0362,0.2727,0
U0050,2649.14,23547.28,1813.21,4,19,0.1125,1.461,0
U0130,2562.26,40580.36,9148.1,10,0,0.0631,0.2801,0
U0231,426.7,57159.6,1456.09,10,7,0.0075,0.293,0
U0150,2318.29,76731.74,10549.45,12,14,0.0302,0.2198,0
U0059,401.67,43483.94,5460.52,10,5,0.0092,0.0736,0
U0156,1694.48,87733.18,1576.19,11,5,0.0193,1.075,0
U0207,376.14,73400.23,6371.33,13,19,0.0051,0.059,0
U0201,2122.24,40863.44,8809.38,11,20,0.0519,0.2409,0
U0120,1218.44,51957.52,5429.92,12,1,0.0235,0.2244,0
U0037,1557.17,69121.4,1347.86,17,7,0.0225,1.1553,0
U0087,1516.36,70638.36,1980.47,10,10,0.0215,0.7657,0
U0076,78709.9,77493.53,1185.01,7,3,1.0157,66.4215,1
U0181,645.36,34567.1,2803.4,9,20,0.0187,0.2302,0
U0143,1881.63,43602.94,2790.01,10,12,0.0432,0.6744,0
U0102,473.4,48818.06,7311.65,13,19,0.0097,0.0647,0
U0024,593.79,89164.13,5389.51,10,15,0.0067,0.1102,0
U0114,1125.67,27476.52,6461.18,10,6,0.041,0.1742,0
U0137,3285.06,70945.02,6523.62,6,20,0.0463,0.5036,0
U0110,1094.59,25646.11,11990.31,9,6,0.0427,0.0913,0
U0195,505.22,8783.18,4517.63,6,10,0.0575,0.1118,0
U0024,2140.15,10313.52,5869.89,8,18,0.2075,0.3646,0
U0244,3400.61,32099.51,7400.65,9,10,0.1059,0.4595,0
U0020,740.56,29750.32,6315.98,15,0,0.0249,0.1173,0
U0057,884.2,21279.22,5704.56,10,5,0.0416,0.155,0
U0152,3106.12,17893.74,7053.68,9,7,0.1736,0.4404,0
U0105,173036.24,44634.93,907.86,11,36,3.8767,190.5983,1
U0158,1041.85,29774.09,1391.16,15,16,0.035,0.7489,0
U0062,1925.09,14709.12,4825.83,7,12,0.1309,0.3989,0
U0048,1175.38,40864.86,9504.25,6,7,0.0288,0.1237,0
U0164,726.28,85920.2,6860.34,16,18,0.0085,0.1059,0
U0095,1518.46,57075.74,3321.27,4,16,0.0266,0.4572,0
U0165,1253.36,72876.11,1321.74,11,14,0.0172,0.9483,0
U0008,19781.08,24102.75,13957.55,12,29,0.8207,1.4172,1
U0217,1868.19,22939.33,5010.46,8,2,0.0814,0.3729,0
U0192,835.33,89325.17,10614.7,8,0,0.0094,0.0787,0
U0197,754.24,88597.97,10704.31,15,16,0.0085,0.0705,0
U0105,666.54,33402.74,2525.48,5,8,0.02,0.2639,0
U0106,201543.56,34835.82,14193.43,11,42,5.7855,14.1998,1
U0134,509.14,58785.77,4726.72,7,3,0.0087,0.1077,0
U0247,1260.79,28035.61,6631.06,8,20,0.045,0.1901,0
U0080,1059.43,54982.44,6785.36,11,14,0.0193,0.1561,0
U0115,789.69,54661.08,5422.93,8,1,0.0144,0.1456,0
U0208,2233.35,29737.52,3821.25,7,3,0.0751,0.5845,0
U0196,142111.25,64675.63,3695.13,8,42,2.1973,38.459,1
U0014,1894.78,13646.72,2720.69,15,12,0.1388,0.6964,0
U0165,1144.91,83407.8,3536.64,10,6,0.0137,0.3237,0
U0120,1365.4,50566.19,4241.17,8,4,0.027,0.3219,0
U0071,597.43,48336.32,2211.02,10,19,0.0124,0.2702,0
U0065,79880.13,56901.36,5245.76,9,28,1.4038,15.2276,1
U0084,1871.53,27197.88,4180.05,13,4,0.0688,0.4477,0
U0013,1723.21,20422.09,2356.15,8,7,0.0844,0.7314,0
U0205,1891.21,33717.49,3361.93,10,12,0.0561,0.5625,0
U0111,3289.17,64287.77,5543.4,7,13,0.0512,0.5933,0
U0010,33454.98,64200.47,9205.78,6,16,0.5211,3.6341,1
U0030,1825.61,20406.09,5014.11,7,8,0.0895,0.3641,0
U0236,1129.21,30436.39,9018.98,8,12,0.0371,0.1252,0
U0161,1235.04,75479.31,1768.37,9,14,0.0164,0.6984,0
U0172,76777.35,68869.72,9925.33,7,19,1.1148,7.7355,1
U0136,146030.25,84355.32,6847.99,6,20,1.7311,21.3245,1
U0060,1637.6,15824.93,6742.42,5,15,0.1035,0.2429,0
U0207,885.53,40986.83,1755.61,15,16,0.0216,0.5044,0
U0247,1992.09,57421.49,5328.39,11,5,0.0347,0.3739,0
U0099,1117.45,18675.88,5388.5,7,14,0.0598,0.2074,0
U0112,686.3,23522.89,9606.42,9,3,0.0292,0.0714,0
U0178,1908.06,13168.37,11039.01,9,2,0.1449,0.1728,0
U0097,1982.91,37081.36,8638.69,17,9,0.0535,0.2295,0
U0080,1170.69,68540.8,6601.8,9,13,0.0171,0.1773,0
U0051,1206.5,51680.86,1601.72,12,8,0.0233,0.7533,0
U0065,732.6,38641.57,1526.85,9,10,0.019,0.4798,0
U0077,769.94,70790.71,8182.94,9,10,0.0109,0.0941,0
U0227,1006.15,14299.48,7670.59,4,9,0.0704,0.1312,0
U0011,500.9,58779.25,7844.37,13,1,0.0085,0.0639,0
U0041,764.15,82994.93,4288.86,9,16,0.0092,0.1782,0
U0141,1354.45,13094.76,8686.44,12,16,0.1034,0.1559,0
U0156,4310.06,11900.46,1126.47,7,16,0.3622,3.8262,0
U0028,956.17,47147.22,6547.36,8,15,0.0203,0.146,0
U0249,2384.08,11516.82,6329.58,11,11,0.207,0.3767,0
U0172,1168.8,30527.02,4854.14,7,16,0.0383,0.2408,0
U0118,1720.36,20751.13,1729.0,6,8,0.0829,0.995,0
U0131,1001.8,70503.62,8419.35,11,6,0.0142,0.119,0
U0143,2179.11,55290.49,1755.27,11,1,0.0394,1.2415,0
U0087,1317.28,12513.23,4394.76,11,17,0.1053,0.2997,0
U0116,1272.92,82011.71,4878.02,10,0,0.0155,0.261,0
U0130,583.09,29734.76,8546.09,18,14,0.0196,0.0682,0
U0016,1720.77,42684.01,8556.86,13,19,0.0403,0.2011,0
U0183,2959.02,28724.98,2734.92,9,16,0.103,1.0819,0
U0090,56772.0,44270.72,10089.48,8,27,1.2824,5.6269,1
U0190,325.85,60905.94,1009.19,4,11,0.0054,0.3229,0
U0148,191524.48,84016.51,3235.33,4,45,2.2796,59.1978,1
U0100,3043.41,69299.86,9806.28,8,15,0.0439,0.3104,0
U0113,652.18,59872.64,9288.68,7,6,0.0109,0.0702,0
U0116,782.37,43217.59,511.64,9,9,0.0181,1.5291,0
U0179,563.74,54472.37,2233.57,11,14,0.0103,0.2524,0
U0046,1598.64,61852.65,9946.98,9,10,0.0258,0.1607,0
U0221,2144.27,81757.28,1494.5,7,15,0.0262,1.4348,0
U0027,1492.77,32513.23,3859.3,3,16,0.0459,0.3868,0
U0061,3062.5,76976.3,3688.69,9,0,0.0398,0.8302,0
U0012,1311.08,89701.31,2336.11,10,8,0.0146,0.5612,0
U0149,1483.03,58784.85,5664.41,7,4,0.0252,0.2618,0
U0078,1142.56,53224.74,6298.75,3,4,0.0215,0.1814,0
U0115,2148.39,66705.66,11671.04,11,3,0.0322,0.1841,0
U0170,1647.4,52283.96,2648.43,10,14,0.0315,0.622,0
U0034,1225.64,56074.72,11235.6,3,1,0.0219,0.1091,0
U0164,121671.15,17522.48,5402.22,8,7,6.9437,22.5224,1
U0200,994.13,87358.51,8485.79,3,16,0.0114,0.1172,0
U0136,967.53,16737.86,4055.84,11,12,0.0578,0.2386,0
U0233,1659.73,70301.2,5872.84,11,4,0.0236,0.2826,0
U0247,3416.4,35870.36,2189.02,14,14,0.0952,1.5607,0
U0038,1881.77,56604.5,966.28,10,17,0.0332,1.9474,0
U0102,1280.56,70871.97,10921.1,19,17,0.0181,0.1173,0
U0134,1143.34,66518.45,7374.73,16,5,0.0172,0.155,0
U0193,2458.53,67839.74,8373.12,3,20,0.0362,0.2936,0
U0187,882.62,67786.92,540.35,6,19,0.013,1.6334,0
U0100,1594.69,81826.17,11388.41,9,6,0.0195,0.14,0
U0249,2539.13,49088.69,9572.2,12,14,0.0517,0.2653,0
U0151,1632.8,42068.09,4580.83,7,15,0.0388,0.3564,0
U0024,547.42,48325.01,3853.85,7,14,0.0113,0.142,0
U0158,979.85,37387.33,1599.79,6,15,0.0262,0.6125,0
U0170,983.58,85000.74,8528.79,9,17,0.0116,0.1153,0
U0031,58770.23,76044.87,12359.16,9,36,0.7728,4.7552,1
U0078,1014.38,73351.41,8584.42,10,18,0.0138,0.1182,0
U0007,618.87,31445.62,7059.77,7,15,0.0197,0.0877,0
U0117,585.32,58346.3,10252.35,8,18,0.01,0.0571,0
U0245,1154.85,62549.68,9434.52,9,18,0.0185,0.1224,0
U0247,1484.05,50724.25,6878.8,17,19,0.0293,0.2157,0
U0231,61955.58,77391.57,3323.03,6,12,0.8005,18.6443,1
U0180,4192.16,46135.64,1305.45,11,0,0.0909,3.2113,0
U0124,354.29,89410.42,7756.15,7,16,0.004,0.0457,0
U0051,451.26,62501.81,5702.39,7,7,0.0072,0.0791,0
U0066,3963.38,15258.63,6111.03,15,8,0.2597,0.6486,0
U0217,38404.82,29948.52,1453.35,12,23,1.2824,26.4251,1
U0219,442.21,77903.36,1546.51,7,5,0.0057,0.2859,0
U0097,2562.12,65389.11,5796.03,8,7,0.0392,0.442,0
U0183,460.98,46460.26,9145.57,10,20,0.0099,0.0504,0
U0095,595.8,22686.82,5641.31,16,15,0.0263,0.1056,0
U0069,1796.8,42897.79,7241.19,15,3,0.0419,0.2481,0
U0039,507.34,64495.23,9866.54,6,9,0.0079,0.0514,0
U0108,19407.42,10618.03,10826.98,12,2,1.8278,1.7925,1
U0015,1585.63,9326.31,6928.07,8,14,0.17,0.2289,0
U0096,1487.81,75182.63,4012.49,11,11,0.0198,0.3708,0
U0043,726.29,40083.7,7563.2,9,10,0.0181,0.096,0
U0006,721.62,71482.12,3410.67,12,1,0.0101,0.2116,0
U0196,1060.98,65297.79,6611.05,6,5,0.0162,0.1605,0
U0205,1855.91,83984.71,3068.06,13,10,0.0221,0.6049,0
U0022,945.66,57722.26,9952.51,12,0,0.0164,0.095,0
U0066,696.73,78188.89,10426.05,10,8,0.0089,0.0668,0
U0158,384.27,65434.68,3431.47,8,7,0.0059,0.112,0
U0102,102178.35,48557.09,12200.97,9,9,2.1043,8.3746,1
U0075,714.22,28064.71,7905.38,13,8,0.0254,0.0903,0
U0205,353.08,47657.0,7749.51,11,4,0.0074,0.0456,0
U0154,1831.23,82880.07,8159.48,6,6,0.0221,0.2244,0
U0039,8488.34,70162.25,7164.09,7,12,0.121,1.1848,0
U0238,1579.55,65257.51,8629.36,9,7,0.0242,0.183,0
U0219,1867.61,48088.6,6351.62,11,16,0.0388,0.294,0
U0240,1573.49,9196.12,8208.77,11,5,0.1711,0.1917,0
U0089,2135.43,60542.74,5832.55,5,5,0.0353,0.3661,0
U0193,1425.0,23799.61,9370.89,9,5,0.0599,0.1521,0
U0032,1921.9,13706.7,2807.37,9,17,0.1402,0.6846,0
U0005,1914.9,67959.77,7930.25,9,8,0.0282,0.2415,0
U0160,2269.56,80633.34,9590.13,9,16,0.0281,0.2367,0
U0095,995.03,53032.57,8165.71,6,6,0.0188,0.1219,0
U0144,1171.66,32222.85,1029.76,7,15,0.0364,1.1378,0
U0100,746.29,17088.62,2990.51,10,19,0.0437,0.2496,0
U0129,1523.63,27497.88,3406.46,10,12,0.0554,0.4473,0
U0155,846.05,26172.02,4109.05,14,4,0.0323,0.2059,0
U0092,1553.34,77230.67,7081.91,8,9,0.0201,0.2193,0
U0177,632.58,45509.09,5799.48,13,12,0.0139,0.1091,0
U0134,1075.55,15212.21,633.04,9,9,0.0707,1.699,0
U0179,665.89,75463.8,4788.9,4,16,0.0088,0.139,0
U0228,1570.86,62824.75,2641.73,8,19,0.025,0.5946,0
U0148,2072.99,15406.94,5157.51,7,4,0.1345,0.4019,0
U0167,6030.02,65757.22,7466.77,10,16,0.0917,0.8076,0
U0157,772.22,64441.65,1590.66,7,12,0.012,0.4855,0
U0031,1799.71,39916.21,2092.7,13,0,0.0451,0.86,0
U0056,122371.35,20774.38,2252.73,11,24,5.8905,54.3214,1
U0130,849.41,28168.44,9185.34,11,7,0.0302,0.0925,0
U0006,1198.42,64653.71,9563.76,9,15,0.0185,0.1253,0
U0073,704.91,16011.21,5997.67,11,10,0.044,0.1175,0
U0103,1162.12,21379.03,1011.41,7,7,0.0544,1.149,0
U0045,858.14,57768.41,11613.43,15,7,0.0149,0.0739,0
U0201,3274.57,19480.99,8301.27,8,19,0.1681,0.3945,0
U0199,1755.44,28994.4,9068.49,9,4,0.0605,0.1936,0
U0011,1426.64,22035.8,10450.34,7,6,0.0647,0.1365,0
U0174,5173.96,35214.43,9007.15,12,5,0.1469,0.5744,0
U0151,2386.05,38227.26,9722.76,6,12,0.0624,0.2454,0
U0011,1512.52,61427.99,7199.71,13,9,0.0246,0.2101,0
U0231,2187.6,56395.11,9762.01,6,19,0.0388,0.2241,0
U0036,460.17,44996.89,11121.91,9,17,0.0102,0.0414,0
U0085,857.77,68808.13,2008.38,7,9,0.0125,0.4271,0
U0090,2205.33,44788.3,3250.29,10,16,0.0492,0.6785,0
U0019,2512.83,38029.45,6463.79,10,10,0.0661,0.3888,0
U0045,2056.96,36318.29,7560.55,4,5,0.0566,0.2721,0
U0173,1917.62,21434.03,2969.39,11,11,0.0895,0.6458,0
U0169,1712.23,85039.06,9720.38,12,8,0.0201,0.1761,0
U0214,948.56,80017.28,1056.66,11,17,0.0119,0.8977,0
U0019,515.67,66528.67,2399.11,12,3,0.0078,0.2149,0
U0237,274.96,73306.44,10255.73,4,1,0.0038,0.0268,0
U0136,106471.83,96130.22,7514.8,9,17,1.1076,14.1683,1
