user_id,month_index,previous_month_spend,spend_2_months_ago,spend_3_months_ago,avg_3_month_spend,purchase_count,avg_purchase_amount,online_purchase_ratio,electronics_spend,fashion_spend,food_spend,home_spend,other_spend,next_month_spend
U0112,6,11153.28,10396.69,10971.99,10840.66,18,614.4,0.467,3239.08,1213.76,2018.94,2691.6,1989.91,7987.99
U0017,5,28845.7,24975.91,23637.11,25819.57,15,1705.19,0.649,2749.74,11602.34,3619.03,2856.16,8018.43,21817.09
U0212,15,9640.38,9063.81,8965.85,9223.35,7,1184.79,0.485,6143.98,368.17,1746.13,377.47,1004.63,8963.11
U0120,18,19646.08,25286.95,21712.5,22215.18,8,2118.59,0.69,2650.49,2439.21,3196.1,8176.38,3183.9,14964.53
U0181,8,5205.76,4947.24,4397.33,4850.11,12,472.58,0.573,1473.67,1793.01,121.41,907.27,910.4,4756.57
U0154,11,3899.65,3948.43,3805.44,3884.51,8,450.68,0.886,1053.79,408.28,437.39,403.42,1596.77,2758.29
U0140,6,8788.58,10652.8,9274.18,9571.85,15,573.96,0.205,1947.81,846.68,3021.9,610.85,2361.34,7827.99
U0068,14,22664.85,21712.79,21754.41,22044.01,8,2959.15,0.367,4216.6,3725.56,1038.57,1597.61,12086.51,22226.99
U0008,24,24881.09,23052.87,23676.1,23870.02,9,3094.98,0.462,1220.78,1305.57,1766.34,11188.07,9400.33,15035.13
U0104,19,8391.01,8303.56,7691.61,8128.73,6,1191.27,0.668,1097.48,751.48,739.04,3414.2,2388.8,6063.99
U0231,5,31844.64,30080.71,29857.61,30594.32,9,3336.94,0.617,10180.09,2556.14,5131.81,1403.0,12573.62,24592.39
U0225,13,10739.93,10406.82,8977.32,10041.36,12,880.31,0.714,5282.87,178.58,2231.48,331.48,2715.52,9111.4
U0099,18,13991.53,12564.61,12884.24,13146.79,8,1699.79,0.7,5574.13,2313.32,2159.05,534.21,3410.82,13705.47
U0069,12,36855.83,33534.26,31270.7,33886.93,14,2851.19,0.607,2243.81,10059.05,13826.0,9439.43,1287.54,30292.55
U0042,6,13426.4,11465.92,10860.03,11917.45,10,1517.6,0.858,2468.6,2008.08,4808.57,1946.34,2194.8,10494.18
U0203,17,5304.25,4766.84,4815.59,4962.23,13,397.44,0.356,527.71,473.03,1247.3,1008.69,2047.51,4252.06
U0059,15,7476.23,8080.13,7984.25,7846.87,8,955.06,0.278,633.71,2763.82,1148.34,324.09,2606.27,7848.62
U0151,15,2433.11,2732.35,2397.86,2521.1,7,362.1,0.705,732.14,346.34,195.08,735.66,423.89,2418.71
U0160,14,11965.89,11915.7,10321.5,11401.03,10,1160.1,0.651,3158.92,1060.43,2866.03,4424.74,455.76,9482.33
U0010,11,12087.73,11166.23,10925.12,11393.03,9,1388.9,0.733,5968.82,887.63,462.74,227.32,4541.21,8373.23
U0079,24,20865.91,21045.28,18560.79,20157.33,10,1894.29,0.876,5650.24,846.88,1971.53,8583.35,3813.91,18251.89
U0062,19,9062.72,9226.27,10204.11,9497.7,8,978.2,0.404,1797.73,1302.14,1322.01,4062.7,578.14,6325.82
U0165,17,20476.37,18722.91,16621.57,18606.95,13,1669.41,0.556,4310.08,3163.7,2652.73,3971.1,6378.77,14779.12
U0243,13,20443.38,21967.14,21464.93,21291.82,12,1484.12,0.704,3267.47,523.58,2252.43,4236.55,10163.34,15068.55
U0182,21,7100.66,6536.81,6339.86,6659.11,11,700.35,0.733,928.03,533.39,2727.45,72.62,2839.18,5012.22
U0046,17,24813.7,26097.45,23880.16,24930.44,8,3506.36,0.349,3036.24,1295.85,6076.02,12502.69,1902.9,23661.79
U0047,7,10273.73,10725.31,12756.96,11252.0,9,1118.45,0.485,900.07,902.02,1619.86,875.58,5976.2,10577.99
U0081,21,11802.9,12893.52,11914.59,12203.67,10,1028.96,0.508,4164.0,744.04,1918.95,3394.69,1581.23,10824.81
U0183,7,7272.87,7152.1,8676.86,7700.61,12,691.39,0.585,750.23,2887.03,1108.49,1409.78,1117.33,6809.11
U0189,8,13646.78,13209.12,15420.44,14092.11,17,719.09,0.904,716.49,6123.37,2252.3,391.4,4163.21,12512.21
U0151,17,1910.4,2404.99,2358.99,2224.79,9,197.29,0.778,281.73,658.88,563.08,64.44,342.27,1837.65
U0244,7,4211.97,4458.29,4764.86,4478.37,11,361.3,0.621,1768.53,359.3,578.87,1108.49,396.78,4092.65
U0209,10,13205.79,12848.02,12466.01,12839.94,13,979.44,0.805,2527.21,1320.9,3021.2,486.16,5850.32,12120.58
U0013,22,5421.68,5810.54,6197.91,5810.04,7,862.34,0.669,3555.6,72.47,217.0,696.43,880.19,5339.42
U0103,8,7847.14,8275.7,8377.14,8166.66,13,682.02,0.757,1431.89,1883.72,1136.02,1937.66,1457.85,7583.44
U0190,16,11356.6,11765.48,10316.28,11146.12,7,1845.19,0.559,2523.71,5410.96,2002.06,1349.64,70.23,9123.24
U0128,24,19305.12,17790.49,19680.31,18925.31,6,3075.96,0.528,6825.08,1549.52,5116.67,2279.95,3533.91,16690.21
U0016,19,17718.35,16145.32,17885.13,17249.6,11,1532.9,0.469,2740.69,9116.91,1096.05,2195.6,2569.1,16002.92
U0198,22,4110.13,3542.24,3605.61,3752.66,14,279.48,0.675,440.87,549.31,1463.73,695.4,960.82,3975.91
U0231,18,5293.95,5082.92,5160.03,5178.97,9,511.7,0.674,1106.12,1204.44,152.25,2022.58,808.57,4442.45
U0074,24,26638.53,27374.66,26003.21,26672.13,10,2349.53,0.662,5717.28,7555.57,1087.2,5907.28,6371.2,18714.2
U0152,11,4797.89,5054.45,5119.17,4990.5,6,912.93,0.576,1610.67,728.56,757.4,1070.74,630.52,4745.84
U0186,20,3215.35,3485.89,3272.58,3324.6,12,277.6,0.655,566.21,716.94,427.08,1199.53,305.59,2891.5
U0101,17,5252.64,4823.49,5553.43,5209.85,8,739.78,0.784,1296.53,751.15,1100.68,1962.84,141.44,4714.78
U0053,5,10702.33,12552.99,12597.85,11951.06,14,703.02,0.733,1676.84,968.01,1578.86,2450.26,4028.36,9371.31
U0147,9,14294.32,14033.85,15103.55,14477.24,8,1526.61,0.695,3675.59,2384.15,2267.47,2073.48,3893.62,12336.19
U0173,8,25928.26,26858.08,28489.32,27091.89,12,2366.74,0.715,4139.73,7819.48,3207.8,6180.35,4580.9,21727.73
U0026,13,35665.9,33320.64,32779.56,33922.03,10,4046.18,0.656,10026.28,6956.12,9162.68,1296.62,8224.2,25809.47
U0222,12,23185.78,20335.86,19556.02,21025.89,10,2081.29,0.648,4568.89,2352.39,10917.37,3623.93,1723.2,18453.38
U0166,11,17407.59,15816.73,15105.85,16110.06,11,1462.23,0.868,5067.74,268.9,5169.76,6425.88,475.29,13833.55
U0041,21,5739.59,5113.19,5477.43,5443.4,11,490.08,0.223,617.2,439.07,144.51,2870.27,1668.54,4509.06
U0211,9,3460.48,3156.02,3151.51,3256.0,9,342.19,0.683,2130.64,309.25,521.8,221.99,276.8,2972.04
U0146,12,17604.76,16009.78,17822.17,17145.57,11,1389.71,0.699,2402.01,4417.33,1750.64,2722.83,6311.95,15670.85
U0172,4,8714.51,7770.41,8329.21,8271.38,13,701.21,0.309,925.16,2890.85,2816.99,1840.82,240.69,8178.07
U0157,14,3826.0,3328.39,3856.55,3670.31,15,288.25,0.431,985.76,347.92,391.24,742.39,1358.68,3474.46
U0091,21,33355.91,33106.51,30218.67,32227.03,7,5017.01,0.476,5979.85,4182.68,8977.63,7043.59,7172.16,26166.5
U0220,23,12704.95,11516.3,10236.14,11485.79,8,1489.53,0.588,3381.41,2150.76,1209.18,2141.84,3821.76,10827.13
U0094,17,8844.22,7919.32,8958.63,8574.06,13,599.45,0.866,1731.18,1307.92,1348.83,1566.93,2889.36,7855.59
U0151,22,3411.73,3406.37,4081.41,3633.17,18,214.92,0.392,1052.9,1244.21,346.7,426.9,341.02,3555.86
U0244,17,4664.07,4619.48,4431.45,4571.67,12,357.42,0.633,1834.76,118.09,988.31,510.73,1212.18,3701.6
U0108,17,4171.06,4835.6,4958.61,4655.09,11,357.96,0.653,1170.8,468.09,1224.91,879.31,427.95,3887.99
U0095,19,6139.84,5204.51,4599.28,5314.55,11,506.38,0.874,1034.6,1763.28,441.4,2073.48,827.09,4631.44
U0054,21,6736.65,6908.87,6411.28,6685.6,14,467.78,0.812,1661.27,974.68,1865.37,1641.33,593.99,4975.14
U0017,14,14295.11,13221.17,12054.48,13190.25,9,1524.13,0.412,7367.15,2655.12,2331.68,1250.83,690.33,11371.34
U0021,9,5413.3,5454.21,5149.38,5338.96,13,457.14,0.651,360.99,1023.28,616.07,1937.13,1475.82,3750.65
U0138,14,12399.81,10171.81,10797.48,11123.03,14,854.17,0.435,2308.66,788.95,1708.95,2621.59,4971.66,10818.87
U0174,13,10916.95,10444.56,10786.18,10715.9,14,716.02,0.768,1032.76,5179.94,2771.69,343.72,1588.85,10182.81
U0232,23,46995.66,42706.1,44286.13,44662.63,8,6600.14,0.588,3450.31,6787.74,11760.89,6815.4,18181.31,35033.58
U0038,4,10046.04,10425.32,10636.75,10369.37,7,1533.57,0.762,3432.3,408.49,1072.82,2913.36,2219.07,7955.27
U0245,16,14179.69,14169.29,14568.15,14305.71,8,1924.21,0.708,5285.36,2087.01,806.21,2412.3,3588.8,12982.78
U0085,6,12537.47,12956.56,16040.4,13844.81,17,733.89,0.713,2009.45,2100.0,675.76,5329.36,2422.9,10913.16
U0022,17,22361.29,22122.0,20539.27,21674.19,4,4863.42,0.834,3734.55,2062.9,194.49,11223.51,5145.84,17183.53
U0049,16,8406.6,9006.84,8331.54,8581.66,14,590.23,0.195,97.97,4001.7,1283.66,1221.11,1802.15,7767.81
U0130,11,29212.46,22705.31,21254.08,24390.61,15,1957.35,0.621,2341.44,4070.34,11926.82,7555.72,3318.14,22612.18
U0002,5,6285.83,6396.67,6257.78,6313.43,6,1028.64,0.697,524.51,1991.74,101.35,1253.01,2415.22,5694.47
U0213,16,56933.32,60764.83,61092.21,59596.79,16,3655.24,0.494,21370.84,4490.06,1401.45,4720.9,24950.08,49680.79
U0230,13,10473.37,11074.96,10768.31,10772.21,16,724.96,0.493,2693.72,3081.19,972.04,2301.78,1424.64,6881.28
U0232,19,5668.64,5274.78,5400.44,5447.96,13,399.73,0.54,1498.53,167.4,407.71,2450.98,1144.02,5014.85
U0075,9,7820.07,6549.54,7244.95,7204.85,12,721.3,0.505,350.51,1716.36,1457.71,2882.5,1412.98,6727.06
U0215,24,3661.86,3808.39,4067.94,3846.07,9,352.39,0.731,589.36,227.01,688.03,698.67,1458.79,3488.81
U0110,8,25509.85,26379.69,30496.18,27461.91,10,2659.45,0.788,6014.46,2166.84,1879.34,3606.2,11843.02,21392.94
U0049,6,7829.35,6769.95,6589.89,7063.06,17,484.23,0.723,4661.7,264.6,844.61,442.2,1616.24,6026.03
U0235,6,32742.53,31925.63,28506.45,31058.2,13,2309.94,0.581,5420.3,9031.96,1235.82,6106.19,10948.25,27760.74
U0159,20,11098.97,11195.3,11341.99,11212.09,10,1132.55,0.455,4121.17,130.71,825.65,4393.62,1627.82,8800.49
U0195,16,6678.77,7328.0,6907.41,6971.39,10,762.26,0.763,2393.63,2617.88,579.03,847.43,240.81,5942.98
U0026,20,11225.78,11648.13,12274.81,11716.24,12,971.75,0.806,1276.5,4290.19,607.29,716.64,4335.15,10293.68
U0183,19,11724.18,13387.53,13721.11,12944.27,8,1254.76,0.195,4143.45,354.16,1620.94,3220.54,2385.09,11677.61
U0147,12,20422.68,20031.22,21918.8,20790.9,7,2950.88,0.8,2192.01,3259.74,1470.32,4262.66,9237.95,19628.69
U0060,5,14293.98,13335.36,12569.83,13399.72,7,1822.72,0.614,3126.1,111.2,8640.68,672.44,1743.56,13038.88
U0237,11,6087.88,7406.73,8309.87,7268.16,14,497.8,0.633,1339.8,1001.95,2356.73,619.01,770.4,6012.09
U0245,14,18359.91,18386.86,22317.28,19688.01,11,1785.22,0.417,8855.26,828.45,1599.3,2841.14,4235.76,16372.48
U0145,20,12451.07,12147.79,12215.47,12271.44,16,873.34,0.676,5435.19,896.15,251.08,2196.89,3671.76,8778.25
U0064,10,11373.31,10773.29,9089.24,10411.95,14,787.66,0.714,1075.24,806.92,4350.06,4288.77,852.32,11041.79
U0217,6,3832.65,3461.37,3163.44,3485.82,9,481.14,0.703,430.72,270.0,343.61,1516.28,1272.04,3266.87
U0155,12,9128.0,9729.61,9490.6,9449.4,14,567.39,0.844,1404.75,3244.29,1915.96,1206.05,1356.95,8039.91
U0053,13,7437.75,8106.38,7780.33,7774.82,13,493.04,0.602,1784.41,1173.53,2343.11,787.85,1348.84,5029.58
U0072,10,9559.26,9481.41,8329.47,9123.38,6,1812.36,0.695,3849.36,386.59,2208.58,1518.78,1595.94,8596.02
U0044,20,5018.35,4684.78,5242.2,4981.78,5,1020.03,0.847,1391.36,1546.65,995.98,591.93,492.44,4258.4
U0054,7,8093.23,8155.88,8688.65,8312.59,14,520.35,0.648,1574.2,663.27,3268.36,1771.26,816.14,5407.96
U0025,9,8060.34,7739.03,7125.05,7641.47,9,932.83,0.767,1427.05,2177.63,952.11,1395.84,2107.72,8991.13
U0231,17,7116.73,7536.48,6150.94,6934.72,15,451.81,0.628,500.63,1948.28,1158.59,205.74,3303.5,6681.23
U0134,22,9074.5,8627.99,7968.51,8557.0,10,1007.03,0.539,1414.84,2791.77,1303.47,2028.03,1536.39,6576.71
U0135,23,14207.71,14836.2,15704.56,14916.16,7,1840.38,0.28,1774.0,1026.46,2236.65,7058.33,2112.28,12522.22
U0084,13,8206.09,8539.15,8943.63,8562.95,14,673.89,0.795,1008.51,512.05,539.62,3111.94,3033.97,5326.07
U0085,7,2391.97,2211.96,2280.76,2294.9,8,306.78,0.816,553.37,693.41,368.16,701.86,75.18,2141.81
U0237,13,5790.77,6345.36,6541.5,6225.88,10,604.38,0.662,1753.52,1918.04,55.2,645.95,1418.05,5773.94
U0012,4,6552.9,6735.32,6902.95,6730.39,9,824.91,0.771,413.94,1830.29,861.24,2089.88,1357.54,5204.43
U0104,18,6734.24,5987.09,6219.88,6313.74,12,595.29,0.622,1884.66,929.07,1778.09,651.76,1490.67,4855.38
U0094,20,25622.2,24810.47,23595.34,24676.0,15,1453.59,0.405,4989.17,8760.29,1581.22,6283.55,4007.98,23255.38
U0076,21,3034.75,3034.07,3156.45,3075.09,20,160.62,0.447,357.3,705.69,452.73,794.08,724.94,2147.89
U0151,24,12465.62,11817.0,11280.51,11854.37,12,900.59,0.716,2336.59,5175.64,867.99,1743.65,2341.75,9414.91
U0088,14,20930.26,23159.95,21235.37,21775.19,10,2188.25,0.636,2614.51,972.59,9386.07,4080.08,3877.0,16922.67
U0065,17,29493.75,26517.3,24725.02,26912.02,13,1956.67,0.413,8594.01,8252.6,7568.44,1994.18,3084.51,27898.52
U0094,4,6046.35,5564.03,5596.33,5735.57,13,527.59,0.449,1243.8,1701.78,484.36,1157.61,1458.81,5437.86
U0118,17,6732.97,7158.42,7057.26,6982.88,12,583.99,0.65,2628.14,402.12,1772.22,1554.67,375.82,5855.78
U0052,6,8350.56,8893.63,10053.76,9099.32,17,499.09,0.757,2474.58,546.98,932.83,2162.56,2233.61,6660.28
U0106,11,34472.8,34782.58,35844.81,35033.4,15,2134.38,0.847,4155.11,4968.2,2151.74,7857.94,15339.82,27113.99
U0171,21,9616.12,8970.47,8857.24,9147.94,12,772.02,0.746,5519.96,317.21,334.94,1462.77,1981.24,5821.38
U0126,22,3898.21,3785.38,3941.86,3875.15,15,246.48,0.675,340.11,181.56,446.33,471.53,2458.68,3292.1
U0183,4,28381.83,28382.71,28019.18,28261.24,11,2754.37,0.517,6768.94,4654.8,1779.1,7062.1,8116.89,23446.93
U0246,23,23271.3,21737.0,22728.35,22578.88,18,1260.7,0.299,3800.02,7020.73,4463.6,3688.22,4298.72,15659.0
U0250,18,9380.75,8090.5,7257.95,8243.07,16,565.99,0.717,1517.22,2397.65,1258.67,918.71,3288.5,7943.8
U0026,15,4368.67,4115.76,3785.91,4090.11,9,424.32,0.311,782.25,335.04,221.11,360.35,2669.92,3226.75
U0232,18,15336.28,14196.0,15106.47,14879.58,11,1417.5,0.935,441.21,3282.25,4339.07,1896.86,5376.89,13901.49
U0043,13,15941.88,15188.5,13950.59,15026.99,11,1263.27,0.389,5104.51,920.66,899.76,4151.5,4865.44,13116.51
U0133,9,3380.58,3189.61,2848.98,3139.72,18,168.36,0.573,355.07,1874.19,424.11,96.24,630.97,2773.73
U0001,11,5602.16,5028.02,5437.36,5355.85,8,715.96,0.392,1683.63,860.52,1447.32,724.86,885.82,4853.7
U0106,16,6087.76,6973.94,7888.24,6983.31,9,769.63,0.799,1921.52,884.89,445.78,1811.27,1024.3,4604.35
U0072,23,40645.88,36921.64,40859.03,39475.52,9,4115.5,0.726,12941.82,8239.25,7790.7,396.33,11277.79,29042.4
U0031,13,1910.9,1942.32,1858.79,1904.0,11,166.5,0.556,532.69,187.75,73.21,610.89,506.35,1633.51
U0123,19,6383.1,6112.25,6459.45,6318.26,9,703.91,0.582,1948.54,883.81,1949.47,1482.16,119.12,6038.18
U0082,13,6038.28,5931.66,6177.07,6049.0,9,667.07,0.823,1128.86,1311.54,995.27,726.18,1876.43,4719.6
U0079,18,20284.67,20297.1,20296.22,20292.66,10,1879.28,0.789,941.02,5525.22,759.37,5233.95,7825.12,16848.94
U0144,10,19600.55,19918.16,15163.06,18227.26,9,2290.24,0.543,1925.29,3539.06,3348.03,5827.87,4960.3,16266.12
U0013,12,7990.04,8483.93,8032.13,8168.7,10,907.86,0.58,2261.43,1299.2,1229.44,1859.61,1340.36,7388.68
U0168,9,8824.59,8165.24,8370.92,8453.58,13,772.15,0.517,2438.8,1243.65,1281.63,1431.13,2429.38,7432.13
U0088,9,11108.85,10074.44,9869.37,10350.89,12,1062.79,0.734,6437.88,1552.09,538.48,1324.49,1255.91,11206.96
U0113,24,15534.46,16619.45,17345.9,16499.93,8,1779.19,0.801,722.95,3684.0,3908.36,3853.7,3365.45,11969.01
U0094,15,2838.57,2496.12,2396.79,2577.16,10,279.81,0.54,208.15,1204.89,51.49,213.04,1160.99,1880.63
U0084,9,16897.88,19067.9,19489.15,18484.98,10,1691.07,0.703,3131.5,1722.92,6330.21,2285.78,3427.46,12734.22
U0178,6,5356.27,6209.84,6856.07,6140.73,16,374.52,0.586,1578.67,1576.71,923.78,611.07,666.03,4932.98
U0205,20,5547.46,5315.45,5333.55,5398.82,10,631.14,0.4,487.56,488.74,772.65,1984.41,1814.1,4721.94
U0004,6,4992.33,4598.82,4272.26,4621.14,7,691.98,0.764,2389.22,495.7,34.71,1581.87,490.84,3696.48
U0005,18,5368.0,5069.35,4606.03,5014.46,8,762.17,0.654,523.8,3317.08,490.85,160.14,876.13,3621.99
U0124,13,6221.52,6136.32,6011.44,6123.09,11,536.47,0.691,1453.61,65.76,512.27,1797.27,2392.6,6911.18
U0224,6,6245.83,6023.77,5626.31,5965.3,8,854.93,0.611,398.38,749.33,1196.24,2147.64,1754.24,4626.98
U0128,16,9540.27,8273.2,6289.38,8034.28,8,1099.76,0.501,1500.04,1252.02,3361.93,908.95,2517.33,7398.76
U0103,6,7269.44,7248.98,6017.62,6845.35,10,785.08,0.392,2515.79,268.35,1666.7,964.37,1854.24,6534.87
U0133,4,6493.47,6149.95,5949.85,6197.76,12,526.06,0.87,1015.61,694.15,2405.59,1796.33,581.8,4313.09
U0059,18,5732.46,5641.76,5371.26,5581.83,10,599.64,0.252,951.24,205.55,1726.09,2413.08,436.5,4245.63
U0071,18,19180.99,17339.17,17088.18,17869.45,19,1147.07,0.787,2480.76,7603.06,5428.29,1086.36,2582.51,12369.2
U0183,23,2290.31,2294.76,2089.92,2225.0,11,203.78,0.451,595.2,69.42,905.33,489.05,231.3,1411.49
U0237,14,3764.11,3448.77,3210.5,3474.46,6,658.8,0.807,1043.78,484.68,556.72,282.88,1396.05,3142.85
U0054,12,4718.08,4936.12,4913.8,4856.0,7,735.36,0.434,416.77,1318.27,27.65,1423.19,1532.2,3145.94
U0106,17,14417.89,13480.81,15818.88,14572.52,10,1498.58,0.796,3626.17,1140.78,4717.77,2771.35,2161.83,12008.8
U0207,7,15465.51,16179.74,16005.2,15883.48,14,1062.96,0.614,3816.01,1620.46,948.82,5644.06,3436.15,12355.96
U0047,7,11158.83,10593.73,10282.31,10678.29,14,872.34,0.73,5292.61,1457.14,696.15,915.25,2797.68,9010.2
U0175,5,11997.37,13162.17,10543.24,11900.93,13,946.59,0.72,825.55,3353.03,1734.21,779.44,5305.14,9016.97
U0204,10,6914.3,6097.57,6116.44,6376.1,8,893.75,0.586,1921.9,337.02,2729.78,1242.42,683.19,5677.59
U0127,11,13339.26,12848.07,12854.59,13013.97,15,866.88,0.783,1220.27,309.73,1232.23,2407.76,8169.26,10040.96
U0195,13,20682.4,21231.37,20803.96,20905.91,11,2105.35,0.658,2982.65,5167.63,5735.96,3191.42,3604.73,21194.74
U0187,15,38385.9,32412.46,29013.94,33270.76,6,6961.01,0.791,15245.78,1217.16,9303.32,7334.03,5285.6,30101.31
U0036,19,17486.56,15882.29,16056.08,16474.98,14,1177.43,0.772,1934.79,11791.56,1533.7,1605.01,621.5,14719.65
U0197,4,10066.37,10203.59,9737.04,10002.33,11,975.26,0.63,2951.37,351.68,2602.33,2203.95,1957.03,8303.13
U0188,10,14218.18,13834.15,12597.95,13550.09,11,1187.57,0.514,671.5,3491.56,3454.38,2487.95,4112.78,14596.49
U0231,8,17155.59,17906.53,17063.5,17375.21,10,1720.11,0.731,1443.06,6216.78,3492.2,1554.95,4448.6,13878.91
U0106,20,34849.01,34933.38,31107.93,33630.11,6,6610.4,0.841,5568.08,4662.79,13313.43,4396.44,6908.28,26710.67
U0116,9,17116.65,16982.24,16574.5,16891.13,14,1162.02,0.875,7384.01,1379.28,5727.36,1179.2,1446.8,13190.26
U0101,8,4171.56,4355.13,4336.41,4287.7,14,259.38,0.768,480.0,359.9,987.01,1142.82,1201.84,3009.6
U0245,9,9441.11,9728.5,8430.98,9200.2,8,1073.58,0.368,454.46,420.69,4028.3,2705.25,1832.41,8607.95
U0053,16,8860.28,9223.77,9388.01,9157.36,12,715.93,0.419,1211.46,2014.11,1620.63,306.41,3707.68,6561.41
U0200,24,16889.59,15881.35,14650.36,15807.1,12,1383.75,0.681,3104.94,730.92,1644.02,6078.36,5331.35,17384.17
U0063,20,24164.16,24744.24,26662.76,25190.39,7,3252.81,0.37,8643.01,2274.92,3373.67,7684.65,2187.91,18409.69
U0237,9,7332.01,6979.17,6664.76,6991.98,11,732.19,0.705,3474.4,2328.72,183.87,967.61,377.41,6469.22
U0164,16,1597.34,1628.76,1705.23,1643.78,10,142.61,0.571,118.58,170.55,779.47,342.78,185.97,1659.78
U0247,4,2211.78,2008.06,2150.94,2123.59,11,177.6,0.57,505.32,235.94,251.73,343.93,874.86,2327.21
U0168,8,9295.53,9010.55,8683.75,8996.61,13,785.88,0.526,3860.68,1226.19,629.67,1989.52,1589.48,8297.74
U0203,21,6608.83,6184.46,5523.42,6105.57,6,1151.07,0.785,1381.39,1124.57,885.0,2939.37,278.49,6279.57
U0249,24,28116.22,24372.52,22401.14,24963.29,12,2093.87,0.761,4359.03,7235.54,2099.97,3570.55,10851.14,22088.89
U0121,7,17285.84,16121.66,13808.59,15738.7,12,1544.03,0.637,5194.5,1413.28,2954.6,3042.26,4681.21,15528.78
U0083,21,58588.81,53105.47,47113.52,52935.93,12,4567.27,0.525,8881.11,1241.63,22852.12,11849.78,13764.17,44561.42
U0200,24,5562.62,5924.81,6334.09,5940.51,11,532.87,0.613,626.44,1417.17,1644.8,1080.78,793.43,5669.77
U0237,13,11016.45,10297.05,8555.91,9956.47,7,1716.22,0.849,2565.17,1605.3,474.62,2915.37,3455.98,7706.87
U0010,14,7077.24,6933.17,6713.83,6908.08,11,566.77,0.533,2001.56,135.48,1476.18,1478.14,1985.88,6395.1
U0089,24,2251.73,2147.2,2119.37,2172.77,9,255.37,0.625,213.72,203.18,796.43,420.94,617.46,2088.63
U0232,18,6172.26,6283.71,6381.01,6278.99,11,498.31,0.693,2276.96,1571.78,228.78,765.9,1328.84,5447.9
U0226,18,5314.26,6051.99,5587.11,5651.12,15,362.64,0.854,107.23,497.57,288.94,1986.86,2433.65,4607.05
U0021,9,7974.81,8121.29,8729.42,8275.17,9,994.09,0.408,424.97,2070.67,2061.14,1226.24,2191.78,7596.96
U0177,19,25612.49,25808.15,28753.6,26724.75,9,2553.35,0.853,1839.45,4431.49,5727.72,2474.68,11139.14,21302.42
U0003,11,9993.02,8536.07,8088.09,8872.39,10,910.8,0.551,1720.96,1189.77,1392.44,1623.48,4066.37,8725.99
U0157,7,11335.7,10977.7,9330.97,10548.12,12,901.04,0.719,3411.2,473.11,2727.36,2139.56,2584.48,9923.42
U0081,4,6640.48,6550.05,6089.23,6426.59,10,672.07,0.694,2356.79,937.04,565.43,469.51,2311.72,5417.41
U0231,22,38289.96,37505.06,42011.12,39268.72,9,4293.83,0.569,13948.57,3814.68,1523.24,5076.24,13927.23,28242.97
U0076,6,7903.06,6483.52,5579.47,6655.35,12,751.71,0.616,629.31,2498.37,1981.74,1766.5,1027.13,5561.53
U0123,8,49305.01,43046.46,45011.67,45787.71,8,5249.39,0.828,11852.05,13613.53,5957.62,11747.37,6134.44,40860.2
U0007,24,19342.0,18107.8,16260.15,17903.32,9,1835.82,0.673,1803.79,3405.74,6600.8,6319.17,1212.5,16164.41
U0082,22,11808.33,11565.1,10670.2,11347.88,11,1016.99,0.443,975.46,740.75,349.58,5307.56,4434.98,11419.12
U0157,12,4656.48,4412.74,4491.56,4520.26,15,279.62,0.706,542.09,1331.75,1809.24,482.56,490.84,3729.83
U0246,9,5658.44,5879.93,5468.65,5669.01,10,487.45,0.734,383.88,1044.23,555.3,3111.73,563.29,4590.47
U0070,24,7012.12,7120.81,6529.37,6887.44,16,478.17,0.966,802.35,380.22,1563.49,2108.98,2157.09,5982.73
U0166,9,10613.2,10579.23,9465.46,10219.3,8,1257.99,0.688,4699.33,2361.25,1217.69,1162.29,1172.65,11477.08
U0050,23,20260.7,24260.17,20906.67,21809.18,13,1336.52,0.637,3406.59,2033.37,4992.43,7013.09,2815.22,18634.01
U0215,6,7571.22,7407.82,7637.19,7538.74,21,343.32,0.61,4127.85,1157.42,866.11,801.52,618.31,6595.58
U0051,18,1431.79,1283.48,1264.78,1326.68,8,171.44,0.459,66.63,59.92,638.29,227.19,439.75,1737.55
U0106,24,4110.26,4548.34,4188.49,4282.36,5,759.56,0.564,2196.32,537.13,697.48,162.31,517.02,4107.72
U0036,8,10427.39,11682.27,12125.07,11411.58,14,758.31,0.689,4134.17,2735.52,516.06,1456.0,1585.64,9893.24
U0085,22,9527.46,9972.22,9706.22,9735.3,7,1311.91,0.492,2755.6,446.77,277.04,2476.66,3571.38,9120.09
U0181,9,5352.47,5115.19,4690.01,5052.55,10,507.33,0.348,117.5,2249.43,396.07,182.91,2406.56,4586.63
U0092,19,3432.64,2827.67,2474.46,2911.59,11,281.76,0.478,778.36,908.29,796.08,281.14,668.77,2556.82
U0062,21,3580.11,3767.67,4181.64,3843.14,11,349.98,0.762,835.81,886.56,464.03,413.23,980.48,3151.28
U0107,21,35603.26,32567.04,27813.86,31994.72,14,2337.16,0.709,9912.25,12381.81,1031.2,4715.53,7562.47,28754.23
U0149,20,8350.88,8598.55,10449.27,9132.9,4,2039.82,0.739,1572.64,679.95,1229.26,3117.39,1751.64,7851.25
U0123,7,10955.08,11372.51,10695.14,11007.58,9,1074.11,0.413,1846.69,33.99,1068.32,1620.78,6385.31,8490.21
U0250,21,10541.78,10913.13,10304.6,10586.5,10,1003.2,0.48,886.59,444.7,1463.93,5444.65,2301.92,9687.23
