user_id,monthly_spend,purchase_count_per_month,average_purchase_amount,online_purchase_ratio,electronics_spend_ratio,fashion_spend_ratio,food_spend_ratio,home_spend_ratio,other_spend_ratio
U0350,198640.79,10,19864.08,0.701,0.245,0.225,0.154,0.2,0.177
U0351,148358.05,8,18544.76,0.639,0.333,0.185,0.122,0.241,0.12
U0352,84020.34,16,5251.27,0.665,0.277,0.195,0.105,0.211,0.212
U0353,9999.19,13,769.17,0.5,0.143,0.199,0.301,0.07,0.286
U0354,19198.59,45,426.64,0.767,0.119,0.137,0.551,0.061,0.132
U0355,92852.19,8,11606.52,0.671,0.31,0.241,0.124,0.104,0.221
U0356,15683.23,39,402.13,0.678,0.096,0.121,0.549,0.114,0.12
U0357,193179.97,11,17561.82,0.804,0.227,0.137,0.119,0.227,0.289
U0358,12924.88,12,1077.07,0.708,0.095,0.052,0.389,0.077,0.387
U0359,16169.3,16,1010.58,0.861,0.15,0.498,0.151,0.081,0.12
U0360,10226.03,24,426.08,0.391,0.145,0.118,0.292,0.167,0.278
U0361,28962.52,19,1524.34,0.876,0.06,0.351,0.215,0.094,0.28
U0362,200824.89,13,15448.07,0.655,0.264,0.214,0.171,0.108,0.242
U0363,19159.37,21,912.35,0.49,0.141,0.144,0.482,0.032,0.202
U0364,16194.19,6,2699.03,0.689,0.547,0.112,0.104,0.117,0.12
U0365,47898.35,14,3421.31,0.632,0.062,0.495,0.149,0.173,0.12
U0366,20520.89,26,789.27,0.771,0.09,0.125,0.559,0.115,0.11
U0367,9491.19,27,351.53,0.367,0.133,0.19,0.267,0.068,0.342
U0368,115821.16,13,8909.32,0.872,0.385,0.153,0.183,0.159,0.12
U0369,34547.86,40,863.7,0.8,0.035,0.141,0.604,0.1,0.12
U0370,28995.38,26,1115.21,0.785,0.046,0.121,0.575,0.113,0.145
U0371,17483.17,13,1344.86,0.732,0.174,0.172,0.265,0.191,0.199
U0372,192617.73,16,12038.61,0.714,0.366,0.223,0.126,0.159,0.126
U0373,22177.83,12,1848.15,0.568,0.505,0.112,0.096,0.168,0.12
U0374,56646.3,13,4357.41,0.616,0.626,0.085,0.101,0.067,0.12
U0375,16063.31,25,642.53,0.694,0.068,0.139,0.312,0.087,0.394
U0376,4315.49,30,143.85,0.419,0.116,0.076,0.311,0.09,0.406
U0377,36232.04,8,4529.01,0.574,0.635,0.035,0.105,0.105,0.12
U0378,33201.96,53,626.45,0.56,0.122,0.115,0.522,0.121,0.12
U0379,30243.93,16,1890.25,0.71,0.104,0.452,0.18,0.087,0.177
U0380,21949.34,33,665.13,0.704,0.14,0.088,0.564,0.119,0.088
U0381,92234.91,10,9223.49,0.625,0.492,0.165,0.071,0.156,0.116
U0382,213876.18,9,23764.02,0.493,0.259,0.169,0.114,0.241,0.216
U0383,127936.32,18,7107.57,0.646,0.4,0.295,0.058,0.138,0.109
U0384,63016.79,12,5251.4,0.633,0.469,0.079,0.109,0.177,0.166
U0385,29740.33,44,675.92,0.725,0.082,0.135,0.577,0.092,0.114
U0386,16380.85,15,1092.06,0.405,0.085,0.128,0.272,0.084,0.431
U0387,32596.34,17,1917.43,0.653,0.085,0.506,0.177,0.113,0.12
U0388,14765.9,24,615.25,0.648,0.166,0.176,0.348,0.126,0.184
U0389,66690.3,7,9527.19,0.483,0.347,0.234,0.046,0.253,0.12
U0390,17331.27,32,541.6,0.695,0.079,0.139,0.371,0.171,0.241
U0391,178676.46,17,10510.38,0.786,0.372,0.204,0.099,0.241,0.084
U0392,26958.66,14,1925.62,0.788,0.17,0.496,0.142,0.073,0.119
U0393,57136.38,5,11427.28,0.793,0.518,0.049,0.201,0.14,0.092
U0394,17827.56,29,614.74,0.595,0.111,0.165,0.356,0.093,0.275
U0395,11988.7,48,249.76,0.548,0.038,0.187,0.566,0.12,0.089
U0396,28356.61,19,1492.45,0.61,0.089,0.514,0.148,0.161,0.087
U0397,37536.73,20,1876.84,0.915,0.131,0.45,0.217,0.061,0.142
U0398,145822.64,11,13256.6,0.746,0.343,0.226,0.094,0.217,0.12
U0399,23774.49,18,1320.8,0.916,0.113,0.474,0.216,0.077,0.12
U0400,8983.69,28,320.85,0.708,0.197,0.115,0.341,0.072,0.275
U0401,20839.13,41,508.27,0.798,0.052,0.107,0.635,0.071,0.135
U0402,20809.44,38,547.62,0.603,0.139,0.056,0.486,0.143,0.175
U0403,11475.74,30,382.52,0.4,0.081,0.142,0.487,0.109,0.181
U0404,24629.71,20,1231.49,0.871,0.117,0.452,0.154,0.156,0.12
U0405,11759.57,14,839.97,0.443,0.153,0.124,0.268,0.108,0.346
U0406,80190.47,5,16038.09,0.779,0.548,0.12,0.128,0.117,0.087
U0407,8412.79,32,262.9,0.423,0.043,0.124,0.563,0.094,0.177
U0408,43400.46,10,4340.05,0.791,0.14,0.485,0.17,0.09,0.115
U0409,34615.64,36,961.55,0.724,0.127,0.056,0.568,0.13,0.12
U0410,159435.1,10,15943.51,0.781,0.387,0.161,0.115,0.235,0.102
U0411,22597.19,7,3228.17,0.633,0.551,0.102,0.16,0.067,0.12
U0412,6867.37,21,327.02,0.562,0.088,0.069,0.323,0.114,0.406
U0413,4735.58,23,205.89,0.547,0.069,0.112,0.302,0.132,0.384
U0414,182669.06,15,12177.94,0.569,0.263,0.261,0.117,0.155,0.205
U0415,121104.17,8,15138.02,0.573,0.207,0.151,0.138,0.139,0.365
U0416,36550.89,4,9137.72,0.618,0.526,0.106,0.079,0.169,0.12
U0417,27324.95,14,1951.78,0.808,0.093,0.467,0.171,0.149,0.12
U0418,13265.09,33,401.97,0.427,0.054,0.148,0.346,0.195,0.258
U0419,66713.87,8,8339.23,0.802,0.33,0.258,0.145,0.107,0.16
U0420,214677.08,5,42935.42,0.885,0.309,0.258,0.086,0.112,0.234
U0421,9093.18,36,252.59,0.521,0.099,0.159,0.53,0.091,0.12
U0422,89094.58,9,9899.4,0.658,0.543,0.032,0.082,0.16,0.183
U0423,29821.63,25,1192.87,0.688,0.074,0.191,0.491,0.038,0.206
U0424,41247.96,11,3749.81,0.763,0.173,0.479,0.181,0.048,0.12
U0425,65288.58,4,16322.15,0.803,0.483,0.034,0.206,0.156,0.12
U0426,41510.13,15,2767.34,0.756,0.524,0.036,0.083,0.057,0.3
U0427,86912.73,12,7242.73,0.802,0.558,0.114,0.084,0.123,0.12
U0428,151436.83,11,13766.98,0.864,0.393,0.273,0.059,0.12,0.155
U0429,23094.79,47,491.38,0.526,0.083,0.045,0.647,0.106,0.12
U0430,24456.77,18,1358.71,0.854,0.143,0.481,0.192,0.064,0.12
U0431,189650.54,16,11853.16,0.876,0.328,0.165,0.146,0.237,0.124
U0432,217240.71,15,14482.71,0.699,0.335,0.221,0.079,0.251,0.115
U0433,12546.57,14,896.18,0.628,0.111,0.193,0.447,0.129,0.121
U0434,23077.99,31,744.45,0.65,0.131,0.115,0.511,0.123,0.12
U0435,11089.36,21,528.06,0.65,0.075,0.075,0.314,0.06,0.476
U0436,31701.63,19,1668.51,0.827,0.197,0.408,0.154,0.054,0.187
U0437,19275.76,17,1133.87,0.835,0.081,0.52,0.178,0.102,0.12
U0438,46742.77,16,2921.42,0.744,0.096,0.465,0.175,0.144,0.12
U0439,16230.88,6,2705.15,0.884,0.405,0.031,0.232,0.056,0.276
U0440,8655.61,21,412.17,0.626,0.147,0.149,0.314,0.13,0.261
U0441,157095.42,17,9240.91,0.643,0.369,0.214,0.173,0.123,0.12
U0442,28029.18,24,1167.88,0.746,0.063,0.409,0.182,0.077,0.269
U0443,12558.18,12,1046.52,0.786,0.104,0.407,0.208,0.074,0.207
U0444,21225.5,19,1117.13,0.778,0.157,0.512,0.138,0.073,0.12
U0445,10697.59,36,297.16,0.576,0.06,0.061,0.579,0.102,0.198
U0446,15159.45,29,522.74,0.517,0.103,0.19,0.447,0.093,0.167
U0447,34400.13,16,2150.01,0.667,0.153,0.427,0.125,0.178,0.117
U0448,21566.94,41,526.02,0.763,0.113,0.147,0.563,0.057,0.12
U0449,208913.72,18,11606.32,0.777,0.425,0.111,0.153,0.191,0.12
U0450,80070.38,8,10008.8,0.561,0.468,0.042,0.088,0.071,0.331
U0451,6833.65,31,220.44,0.434,0.163,0.165,0.377,0.175,0.12
U0452,136132.76,6,22688.79,0.762,0.285,0.212,0.14,0.17,0.192
U0453,65307.49,11,5937.04,0.661,0.488,0.053,0.187,0.152,0.12
U0454,40880.28,6,6813.38,0.623,0.594,0.095,0.147,0.045,0.12
U0455,14144.71,18,785.82,0.732,0.097,0.528,0.121,0.134,0.12
U0456,32162.58,48,670.05,0.512,0.037,0.122,0.572,0.095,0.174
U0457,10410.29,17,612.37,0.609,0.144,0.171,0.337,0.089,0.259
U0458,94698.13,7,13528.3,0.587,0.364,0.194,0.125,0.197,0.12
U0459,16110.71,24,671.28,0.626,0.066,0.067,0.379,0.062,0.426
U0460,6170.72,17,362.98,0.464,0.144,0.146,0.273,0.154,0.283
U0461,11470.11,13,882.32,0.602,0.052,0.134,0.264,0.083,0.468
U0462,23204.27,20,1160.21,0.554,0.08,0.125,0.678,0.032,0.085
U0463,48530.1,6,8088.35,0.662,0.517,0.037,0.151,0.175,0.12
U0464,37413.69,24,1558.9,0.719,0.125,0.486,0.17,0.1,0.12
U0465,15001.33,31,483.91,0.523,0.03,0.196,0.458,0.048,0.268
U0466,26881.85,18,1493.44,0.792,0.147,0.468,0.194,0.071,0.12
U0467,10579.9,23,460.0,0.389,0.192,0.062,0.386,0.186,0.174
U0468,12838.53,27,475.5,0.567,0.085,0.152,0.533,0.11,0.12
U0469,46247.76,14,3303.41,0.863,0.419,0.051,0.109,0.151,0.27
U0470,15893.35,8,1986.67,0.797,0.531,0.122,0.082,0.101,0.164
U0471,80866.68,12,6738.89,0.688,0.574,0.037,0.12,0.15,0.12
U0472,48280.7,17,2840.04,0.667,0.126,0.479,0.137,0.138,0.12
U0473,25338.56,50,506.77,0.592,0.058,0.063,0.583,0.097,0.199
U0474,53208.72,7,7601.25,0.672,0.485,0.04,0.247,0.094,0.134
U0475,96304.51,14,6878.89,0.491,0.347,0.176,0.108,0.25,0.12
U0476,61365.06,5,12273.01,0.87,0.43,0.031,0.154,0.165,0.219
U0477,190113.31,16,11882.08,0.789,0.366,0.114,0.059,0.273,0.187
U0478,94565.41,7,13509.34,0.755,0.37,0.143,0.092,0.242,0.154
U0479,48504.89,20,2425.24,0.754,0.079,0.417,0.206,0.089,0.209
U0480,27618.18,23,1200.79,0.808,0.086,0.454,0.13,0.114,0.216
U0481,8620.08,23,374.79,0.363,0.14,0.104,0.295,0.055,0.405
U0482,8563.12,17,503.71,0.684,0.125,0.143,0.28,0.162,0.289
U0483,17630.15,12,1469.18,0.54,0.162,0.086,0.347,0.16,0.245
U0484,21061.39,53,397.38,0.546,0.081,0.138,0.625,0.036,0.12
U0485,161617.6,7,23088.23,0.833,0.204,0.271,0.09,0.216,0.22
U0486,51636.98,19,2717.74,0.644,0.376,0.175,0.145,0.184,0.12
U0487,70940.23,13,5456.94,0.553,0.51,0.111,0.107,0.134,0.138
U0488,34364.28,7,4909.18,0.779,0.599,0.032,0.091,0.158,0.12
U0489,27471.97,19,1445.89,0.714,0.124,0.486,0.15,0.12,0.12
U0490,29958.26,51,587.42,0.785,0.067,0.113,0.68,0.039,0.102
U0491,71778.54,5,14355.71,0.644,0.5,0.053,0.165,0.162,0.12
U0492,9664.88,29,333.27,0.727,0.081,0.115,0.448,0.069,0.287
U0493,50651.49,7,7235.93,0.651,0.468,0.101,0.112,0.071,0.248
U0494,16596.46,22,754.38,0.611,0.109,0.101,0.552,0.118,0.12
U0495,11353.06,20,567.65,0.686,0.186,0.093,0.407,0.096,0.218
U0496,15982.16,36,443.95,0.566,0.12,0.106,0.546,0.108,0.12
U0497,115958.28,9,12884.25,0.522,0.34,0.256,0.051,0.234,0.12
U0498,19849.49,22,902.25,0.623,0.052,0.496,0.122,0.153,0.177
U0499,10901.17,15,726.74,0.565,0.122,0.195,0.266,0.09,0.327
U0500,34152.98,43,794.26,0.41,0.083,0.103,0.576,0.119,0.12
U0501,11667.92,13,897.53,0.655,0.181,0.088,0.317,0.135,0.28
U0502,5171.6,13,397.82,0.357,0.062,0.063,0.288,0.064,0.522
U0503,14264.15,13,1097.24,0.931,0.063,0.423,0.136,0.126,0.252
U0504,126844.33,5,25368.87,0.792,0.407,0.22,0.149,0.104,0.12
U0505,15697.65,32,490.55,0.491,0.073,0.05,0.379,0.159,0.339
U0506,9433.24,33,285.86,0.617,0.079,0.197,0.285,0.166,0.273
U0507,17556.01,23,763.3,0.465,0.14,0.087,0.369,0.069,0.334
U0508,161434.98,5,32287.0,0.728,0.396,0.116,0.139,0.229,0.12
U0509,27080.1,22,1230.91,0.671,0.161,0.519,0.092,0.107,0.12
U0510,11403.75,32,356.37,0.716,0.124,0.101,0.306,0.136,0.332
U0511,127108.44,15,8473.9,0.746,0.202,0.233,0.187,0.171,0.207
U0512,38554.28,8,4819.29,0.593,0.553,0.033,0.16,0.134,0.12
U0513,29049.05,51,569.59,0.633,0.028,0.079,0.65,0.123,0.12
U0514,5619.06,15,374.6,0.463,0.059,0.113,0.304,0.13,0.394
U0515,9514.06,33,288.3,0.685,0.18,0.172,0.292,0.114,0.242
U0516,16858.64,10,1685.86,0.866,0.131,0.404,0.14,0.135,0.189
U0517,66961.47,4,16740.37,0.66,0.483,0.127,0.195,0.075,0.12
U0518,14290.59,34,420.31,0.499,0.094,0.118,0.562,0.146,0.08
U0519,7812.22,25,312.49,0.703,0.184,0.083,0.406,0.152,0.175
U0520,16304.9,33,494.09,0.515,0.159,0.09,0.414,0.093,0.244
U0521,11728.54,19,617.29,0.634,0.149,0.43,0.16,0.142,0.12
U0522,69977.44,13,5382.88,0.57,0.413,0.034,0.15,0.177,0.227
U0523,27160.38,24,1131.68,0.506,0.032,0.076,0.566,0.074,0.251
U0524,7631.06,14,545.08,0.721,0.091,0.131,0.293,0.199,0.286
U0525,180816.46,9,20090.72,0.45,0.347,0.198,0.074,0.267,0.115
U0526,29385.42,4,7346.35,0.617,0.484,0.062,0.119,0.193,0.141
U0527,34759.6,10,3475.96,0.829,0.407,0.129,0.135,0.153,0.175
U0528,12631.83,14,902.27,0.546,0.136,0.182,0.402,0.16,0.12
U0529,11430.23,29,394.15,0.686,0.064,0.183,0.403,0.171,0.179
U0530,18184.32,20,909.22,0.659,0.136,0.078,0.468,0.076,0.242
U0531,11908.67,27,441.06,0.439,0.09,0.163,0.393,0.061,0.293
U0532,14802.89,44,336.43,0.78,0.062,0.164,0.602,0.076,0.097
U0533,202679.94,14,14477.14,0.665,0.363,0.121,0.168,0.228,0.12
U0534,13257.27,9,1473.03,0.706,0.16,0.431,0.111,0.185,0.113
U0535,9749.26,21,464.25,0.653,0.17,0.084,0.381,0.164,0.201
U0536,5677.01,23,246.83,0.496,0.095,0.17,0.379,0.125,0.232
U0537,10872.95,46,236.37,0.607,0.107,0.131,0.564,0.077,0.12
U0538,18855.07,23,819.79,0.693,0.147,0.379,0.102,0.125,0.247
U0539,10460.78,12,871.73,0.465,0.055,0.17,0.31,0.083,0.383
U0540,186791.81,14,13342.27,0.789,0.359,0.167,0.152,0.202,0.12
U0541,143220.95,15,9548.06,0.637,0.334,0.205,0.122,0.256,0.084
U0542,29536.8,17,1737.46,0.641,0.176,0.341,0.22,0.144,0.12
U0543,118799.8,10,11879.98,0.5,0.378,0.224,0.072,0.206,0.12
U0544,39482.7,18,2193.48,0.608,0.052,0.37,0.194,0.124,0.26
U0545,49870.22,11,4533.66,0.82,0.176,0.362,0.239,0.1,0.123
U0546,18509.05,14,1322.08,0.877,0.498,0.1,0.18,0.101,0.12
U0547,66034.72,10,6603.47,0.727,0.575,0.083,0.129,0.094,0.12
U0548,110198.51,15,7346.57,0.683,0.429,0.236,0.126,0.088,0.12
U0549,100307.28,6,16717.88,0.838,0.497,0.148,0.055,0.185,0.115
U0550,32209.17,22,1464.05,0.469,0.028,0.163,0.596,0.092,0.12
U0551,25875.3,30,862.51,0.483,0.055,0.097,0.649,0.079,0.12
U0552,207474.25,5,41494.85,0.654,0.45,0.266,0.054,0.145,0.085
U0553,122058.65,14,8718.47,0.526,0.349,0.168,0.131,0.232,0.12
U0554,205507.14,7,29358.16,0.712,0.367,0.264,0.109,0.145,0.115
U0555,81864.05,9,9096.01,0.768,0.428,0.032,0.111,0.079,0.35
U0556,11678.68,50,233.57,0.535,0.121,0.156,0.481,0.147,0.094
U0557,40085.57,9,4453.95,0.644,0.063,0.57,0.135,0.061,0.171
U0558,46637.07,13,3587.47,0.657,0.545,0.053,0.153,0.104,0.145
U0559,123766.13,11,11251.47,0.765,0.449,0.122,0.119,0.157,0.153
U0560,20071.89,8,2508.99,0.723,0.071,0.531,0.197,0.082,0.12
U0561,29019.4,10,2901.94,0.783,0.14,0.473,0.191,0.076,0.12
U0562,9173.03,50,183.46,0.612,0.066,0.087,0.663,0.071,0.113
U0563,12455.33,33,377.43,0.69,0.189,0.13,0.355,0.126,0.201
U0564,21625.18,49,441.33,0.628,0.095,0.094,0.635,0.056,0.12
U0565,11836.86,29,408.17,0.645,0.103,0.192,0.333,0.145,0.227
U0566,87685.53,7,12526.5,0.806,0.362,0.195,0.168,0.154,0.12
U0567,196193.87,5,39238.77,0.451,0.366,0.24,0.107,0.167,0.12
U0568,75408.63,10,7540.86,0.891,0.464,0.093,0.203,0.12,0.12
U0569,20470.04,45,454.89,0.603,0.111,0.163,0.547,0.059,0.12
U0570,60363.3,14,4311.66,0.71,0.559,0.031,0.165,0.125,0.12
U0571,17586.9,24,732.79,0.743,0.122,0.448,0.222,0.105,0.104
U0572,184437.71,16,11527.36,0.519,0.301,0.185,0.153,0.139,0.222
U0573,4138.09,13,318.31,0.71,0.095,0.123,0.348,0.18,0.254
U0574,59779.51,9,6642.17,0.628,0.582,0.076,0.098,0.124,0.12
U0575,13900.93,27,514.85,0.447,0.15,0.177,0.411,0.142,0.12
U0576,15763.43,34,463.63,0.41,0.177,0.191,0.278,0.15,0.203
U0577,35461.73,14,2532.98,0.844,0.083,0.437,0.125,0.188,0.167
U0578,30872.94,13,2374.84,0.948,0.056,0.427,0.24,0.099,0.177
U0579,5490.85,32,171.59,0.557,0.108,0.168,0.372,0.115,0.236
U0580,89794.59,4,22448.65,0.733,0.606,0.106,0.086,0.082,0.12
U0581,23817.09,10,2381.71,0.72,0.177,0.483,0.16,0.054,0.127
U0582,165430.43,13,12725.42,0.59,0.242,0.136,0.084,0.273,0.265
U0583,131708.13,15,8780.54,0.485,0.317,0.256,0.177,0.153,0.097
U0584,23802.67,43,553.55,0.74,0.111,0.079,0.603,0.086,0.12
U0585,34412.0,9,3823.56,0.689,0.51,0.092,0.163,0.114,0.12
U0586,62191.21,12,5182.6,0.552,0.543,0.049,0.17,0.118,0.12
U0587,4701.78,17,276.58,0.533,0.184,0.145,0.338,0.118,0.214
U0588,30801.57,38,810.57,0.69,0.099,0.15,0.597,0.033,0.12
U0589,16331.65,11,1484.7,0.886,0.09,0.459,0.198,0.133,0.12
U0590,19906.15,5,3981.23,0.718,0.542,0.101,0.109,0.128,0.12
U0591,10538.29,14,752.74,0.613,0.153,0.506,0.142,0.079,0.12
U0592,12993.67,38,341.94,0.708,0.118,0.093,0.568,0.051,0.17
U0593,46530.93,8,5816.37,0.656,0.135,0.462,0.194,0.089,0.12
U0594,189676.28,17,11157.43,0.736,0.221,0.157,0.151,0.11,0.36
U0595,39820.18,7,5688.6,0.606,0.426,0.037,0.101,0.059,0.376
U0596,37389.52,24,1557.9,0.761,0.103,0.48,0.126,0.086,0.204
U0597,53664.27,5,10732.85,0.848,0.612,0.034,0.083,0.151,0.12
U0598,26787.54,32,837.11,0.528,0.088,0.144,0.54,0.107,0.12
U0599,88865.07,6,14810.84,0.592,0.233,0.213,0.074,0.286,0.194
U0600,10041.94,19,528.52,0.695,0.172,0.163,0.327,0.165,0.173
U0601,21083.46,42,501.99,0.786,0.048,0.18,0.547,0.092,0.134
U0602,24517.44,11,2228.86,0.886,0.067,0.502,0.145,0.166,0.12
U0603,142987.85,11,12998.9,0.592,0.415,0.236,0.13,0.099,0.12
U0604,24390.49,29,841.05,0.409,0.125,0.183,0.499,0.096,0.096
U0605,15641.82,28,558.64,0.634,0.064,0.157,0.373,0.1,0.307
U0606,26504.02,23,1152.35,0.473,0.066,0.199,0.58,0.037,0.119
U0607,32273.14,45,717.18,0.561,0.06,0.183,0.529,0.108,0.12
U0608,59878.72,11,5443.52,0.862,0.596,0.097,0.074,0.114,0.12
U0609,155827.6,16,9739.22,0.598,0.311,0.198,0.14,0.231,0.12
U0610,198444.38,14,14174.6,0.811,0.342,0.243,0.068,0.228,0.12
U0611,58758.46,7,8394.07,0.607,0.481,0.128,0.198,0.073,0.12
U0612,38565.75,22,1752.99,0.722,0.12,0.482,0.104,0.166,0.127
U0613,43855.44,13,3373.5,0.714,0.11,0.49,0.211,0.101,0.089
U0614,53097.02,9,5899.67,0.5,0.276,0.29,0.126,0.203,0.104
U0615,139359.63,5,27871.93,0.554,0.414,0.111,0.109,0.252,0.114
U0616,58880.41,15,3925.36,0.667,0.491,0.043,0.21,0.136,0.12
U0617,113629.94,17,6684.11,0.456,0.407,0.268,0.082,0.123,0.12
U0618,18957.15,15,1263.81,0.721,0.089,0.526,0.19,0.058,0.137
U0619,25839.68,5,5167.94,0.575,0.437,0.059,0.139,0.169,0.196
U0620,18716.2,21,891.25,0.83,0.16,0.503,0.123,0.094,0.12
U0621,75388.6,5,15077.72,0.743,0.532,0.096,0.176,0.076,0.12
U0622,13924.73,41,339.63,0.55,0.148,0.124,0.483,0.09,0.154
U0623,31403.32,9,3489.26,0.764,0.067,0.52,0.127,0.166,0.12
U0624,22942.97,25,917.72,0.412,0.102,0.123,0.614,0.041,0.12
U0625,80368.5,15,5357.9,0.553,0.526,0.117,0.123,0.114,0.12
U0626,120096.63,18,6672.03,0.737,0.449,0.127,0.188,0.107,0.13
U0627,5331.49,22,242.34,0.592,0.082,0.133,0.315,0.054,0.416
U0628,46545.69,21,2216.46,0.948,0.106,0.35,0.11,0.179,0.255
U0629,29675.43,17,1745.61,0.884,0.102,0.509,0.143,0.127,0.12
U0630,4467.07,33,135.37,0.691,0.097,0.1,0.383,0.139,0.281
U0631,10219.09,53,192.81,0.432,0.047,0.186,0.603,0.044,0.12
U0632,22852.63,49,466.38,0.452,0.128,0.164,0.541,0.047,0.12
U0633,15844.45,18,880.25,0.918,0.109,0.502,0.149,0.12,0.12
U0634,12541.44,14,895.82,0.41,0.176,0.145,0.278,0.075,0.326
U0635,25906.76,29,893.34,0.662,0.116,0.104,0.45,0.093,0.236
U0636,33780.71,17,1987.1,0.828,0.168,0.489,0.117,0.105,0.12
U0637,9344.1,28,333.72,0.424,0.087,0.122,0.461,0.099,0.231
U0638,94339.24,10,9433.92,0.489,0.262,0.229,0.121,0.268,0.12
U0639,25567.2,16,1597.95,0.798,0.134,0.482,0.194,0.069,0.12
U0640,39536.24,20,1976.81,0.662,0.113,0.447,0.183,0.138,0.12
U0641,13472.14,16,842.01,0.623,0.157,0.079,0.339,0.113,0.312
U0642,39958.03,18,2219.89,0.758,0.098,0.496,0.136,0.15,0.12
U0643,26769.99,43,622.56,0.676,0.121,0.079,0.596,0.084,0.12
U0644,31870.07,9,3541.12,0.774,0.405,0.054,0.159,0.074,0.307
U0645,89161.79,10,8916.18,0.842,0.451,0.088,0.165,0.121,0.176
U0646,98948.03,18,5497.11,0.57,0.31,0.222,0.109,0.147,0.212
U0647,47244.24,10,4724.42,0.761,0.485,0.077,0.128,0.131,0.179
U0648,15250.78,28,544.67,0.399,0.114,0.062,0.284,0.168,0.373
U0649,101452.53,16,6340.78,0.533,0.247,0.257,0.181,0.115,0.201
U0650,14697.21,33,445.37,0.645,0.099,0.145,0.445,0.17,0.14
U0651,113671.24,10,11367.12,0.853,0.308,0.263,0.179,0.13,0.12
U0652,12666.67,18,703.7,0.824,0.067,0.552,0.134,0.118,0.129
U0653,45678.81,9,5075.42,0.732,0.153,0.405,0.183,0.081,0.177
U0654,6246.03,12,520.5,0.456,0.179,0.136,0.419,0.145,0.12
U0655,6601.68,27,244.51,0.417,0.054,0.107,0.361,0.088,0.39
U0656,12547.71,48,261.41,0.475,0.073,0.17,0.558,0.079,0.12
U0657,24410.01,10,2441.0,0.667,0.098,0.402,0.217,0.123,0.161
U0658,6321.62,30,210.72,0.644,0.089,0.182,0.357,0.122,0.25
U0659,181379.19,17,10669.36,0.822,0.218,0.272,0.164,0.197,0.148
U0660,10668.54,19,561.5,0.672,0.184,0.143,0.361,0.151,0.162
U0661,27229.55,15,1815.3,0.822,0.481,0.089,0.173,0.137,0.12
U0662,14465.82,28,516.64,0.474,0.174,0.135,0.427,0.145,0.118
U0663,17092.08,14,1220.86,0.684,0.078,0.067,0.338,0.077,0.44
U0664,7628.25,23,331.66,0.456,0.112,0.113,0.431,0.162,0.182
U0665,24745.57,22,1124.8,0.785,0.12,0.087,0.583,0.081,0.13
U0666,66651.12,12,5554.26,0.72,0.308,0.109,0.144,0.257,0.182
U0667,29340.78,26,1128.49,0.56,0.118,0.096,0.584,0.098,0.104
U0668,17931.14,14,1280.8,0.63,0.077,0.154,0.32,0.166,0.283
U0669,77039.23,12,6419.94,0.49,0.381,0.161,0.11,0.228,0.12
U0670,14864.08,12,1238.67,0.519,0.173,0.15,0.293,0.171,0.213
U0671,56912.61,8,7114.08,0.801,0.541,0.07,0.129,0.14,0.12
U0672,49608.93,19,2611.0,0.632,0.099,0.515,0.152,0.092,0.142
U0673,10804.45,10,1080.45,0.875,0.096,0.507,0.145,0.101,0.151
U0674,16132.91,35,460.94,0.648,0.082,0.098,0.595,0.088,0.137
U0675,25263.0,54,467.83,0.653,0.137,0.159,0.498,0.087,0.12
U0676,7211.05,25,288.44,0.505,0.169,0.076,0.273,0.055,0.427
U0677,46197.43,6,7699.57,0.652,0.554,0.042,0.126,0.158,0.12
U0678,17296.35,14,1235.45,0.813,0.414,0.131,0.194,0.072,0.19
U0679,4908.94,24,204.54,0.463,0.197,0.173,0.303,0.169,0.158
U0680,9344.58,49,190.71,0.543,0.081,0.121,0.601,0.109,0.088
U0681,168452.09,19,8865.9,0.898,0.361,0.199,0.125,0.195,0.12
U0682,13628.34,15,908.56,0.834,0.12,0.516,0.128,0.117,0.12
U0683,81590.54,5,16318.11,0.698,0.563,0.041,0.214,0.08,0.102
U0684,32418.58,9,3602.06,0.638,0.15,0.515,0.101,0.114,0.12
U0685,29483.43,17,1734.32,0.851,0.103,0.52,0.153,0.104,0.12
U0686,16807.86,13,1292.91,0.469,0.051,0.113,0.382,0.121,0.333
U0687,20038.64,15,1335.91,0.568,0.578,0.03,0.167,0.105,0.12
U0688,16746.21,20,837.31,0.681,0.151,0.117,0.318,0.068,0.347
U0689,4189.27,27,155.16,0.728,0.159,0.118,0.323,0.079,0.321
U0690,71710.51,8,8963.81,0.72,0.526,0.093,0.093,0.167,0.12
U0691,56590.62,7,8084.37,0.685,0.415,0.107,0.228,0.13,0.12
U0692,13363.47,35,381.81,0.56,0.125,0.144,0.54,0.072,0.12
U0693,19717.11,10,1971.71,0.633,0.173,0.401,0.177,0.146,0.103
U0694,176493.28,7,25213.33,0.456,0.288,0.152,0.128,0.193,0.238
U0695,13196.03,22,599.82,0.846,0.058,0.507,0.198,0.117,0.12
U0696,13356.38,27,494.68,0.668,0.087,0.144,0.279,0.181,0.309
U0697,5376.78,34,158.14,0.465,0.168,0.111,0.36,0.073,0.287
U0698,50622.52,13,3894.04,0.735,0.496,0.072,0.155,0.181,0.096
U0699,22812.73,43,530.53,0.633,0.115,0.137,0.535,0.061,0.151
U0700,6232.83,32,194.78,0.412,0.172,0.19,0.346,0.116,0.176
